epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,636.35,1.13053,0.60904,0.98284,0.94415,0.92048,0.95777,0.62649,1.11927,0.54931,0.99271,0.000367967,0.000367967,0.000367967
77,644.716,1.13284,0.60805,0.98089,0.9497,0.91747,0.96537,0.63187,1.12499,0.54674,0.99317,0.00035382,0.00035382,0.00035382
78,652.992,1.1365,0.6074,0.97791,0.9419,0.92812,0.96304,0.62488,1.11764,0.5455,0.99345,0.000339673,0.000339673,0.000339673
79,661.364,1.13075,0.60468,0.97866,0.95584,0.92103,0.96791,0.63931,1.11096,0.53693,0.98562,0.000325526,0.000325526,0.000325526
80,669.715,1.11263,0.59737,0.96898,0.95516,0.92148,0.96444,0.63691,1.10456,0.53657,0.985,0.000311379,0.000311379,0.000311379
81,678.122,1.12588,0.6001,0.97491,0.94306,0.92965,0.9627,0.63961,1.09712,0.53741,0.98441,0.000297232,0.000297232,0.000297232
82,686.467,1.10934,0.59051,0.97659,0.94556,0.92835,0.96339,0.63473,1.09614,0.53012,0.98116,0.000283085,0.000283085,0.000283085
83,694.78,1.09262,0.58666,0.96745,0.94627,0.93385,0.96587,0.63716,1.09693,0.53321,0.98444,0.000268938,0.000268938,0.000268938
84,703.148,1.10681,0.58949,0.97767,0.94649,0.94203,0.96644,0.64125,1.09784,0.52924,0.98814,0.000254791,0.000254791,0.000254791
85,711.6,1.11261,0.5968,0.97337,0.94068,0.9316,0.96703,0.64012,1.1037,0.5291,0.98741,0.000240644,0.000240644,0.000240644
86,719.8,1.08825,0.58422,0.96353,0.94326,0.92645,0.96238,0.63714,1.09937,0.53255,0.9851,0.000226497,0.000226497,0.000226497
87,728.251,1.08898,0.57673,0.97211,0.95588,0.9249,0.96598,0.65215,1.07472,0.52385,0.97517,0.000212349,0.000212349,0.000212349
88,736.627,1.0886,0.58332,0.96603,0.94825,0.92921,0.96419,0.63998,1.08527,0.52618,0.98013,0.000198202,0.000198202,0.000198202
89,744.929,1.0866,0.58228,0.96858,0.94813,0.93469,0.9673,0.64766,1.07679,0.52228,0.97504,0.000184055,0.000184055,0.000184055
90,753.225,1.08012,0.57833,0.96437,0.9472,0.93526,0.96726,0.64946,1.07431,0.5249,0.97594,0.000169908,0.000169908,0.000169908
91,762.902,1.02882,0.52923,0.96609,0.95093,0.93177,0.9666,0.63958,1.10537,0.52718,0.98328,0.000155761,0.000155761,0.000155761
92,771.305,1.02591,0.53094,0.96972,0.95012,0.93815,0.96585,0.64955,1.06738,0.51884,0.97456,0.000141614,0.000141614,0.000141614
93,779.541,1.01877,0.52556,0.96516,0.94904,0.93601,0.96638,0.65365,1.07334,0.52014,0.97351,0.000127467,0.000127467,0.000127467
94,787.79,1.00034,0.51867,0.95667,0.95151,0.92935,0.96459,0.65449,1.06008,0.51659,0.9709,0.00011332,0.00011332,0.00011332
95,796.153,1.00339,0.51687,0.95585,0.95012,0.93255,0.96397,0.65033,1.07307,0.5209,0.97473,9.91726e-05,9.91726e-05,9.91726e-05
96,804.305,0.9921,0.51281,0.95096,0.94585,0.93679,0.96451,0.65241,1.06103,0.51687,0.96984,8.50255e-05,8.50255e-05,8.50255e-05
97,812.496,1.0012,0.5131,0.95596,0.95266,0.93247,0.96602,0.65523,1.05479,0.51308,0.97038,7.08784e-05,7.08784e-05,7.08784e-05
98,820.672,0.99249,0.51365,0.94873,0.95545,0.93568,0.9667,0.65463,1.05277,0.51045,0.9685,5.67313e-05,5.67313e-05,5.67313e-05
99,828.956,0.98582,0.5094,0.94925,0.95523,0.93307,0.96602,0.65722,1.04635,0.51051,0.96751,4.25842e-05,4.25842e-05,4.25842e-05
100,837.174,0.98299,0.50901,0.95226,0.95537,0.93517,0.96671,0.65961,1.04422,0.50742,0.96644,2.84371e-05,2.84371e-05,2.84371e-05
